date,Construction & immobilier,Finance,Industrie,Info-com,Primaires & énergie,Public & services non-marchands,Services,Services pro
2023-01-01 00:00:00,-2.406598811761479,-1.4155450466825408,-1.6307269473430266,-3.628922872636176,-1.1775323339706822,-3.2632172689683143,-3.9371825697553753,0.9770315665830416
2023-04-01 00:00:00,3.2216995381722113,-0.5356187386711505,-0.5747673477795067,-0.8220386211196569,-0.09708899030812024,-0.3009804323183495,-0.5711453522954386,-1.3532543455262789
2023-07-01 00:00:00,0.07640872961519467,-2.604854736462382,-2.1333356317746093,-0.537996770870673,-1.0717790617263865,-0.10756878928891811,-0.701880831804539,-0.8691649304622392
2023-10-01 00:00:00,0.014732185242856376,-0.26688460633742406,0.08252725186951024,-0.9298117892801709,2.0861777970007527,1.8864215051007227,-1.2587823890565177,-6.688772749474227
2024-01-01 00:00:00,-2.139887903284511,-0.08142780829442725,0.38298611889795686,1.290738477878831,-0.054287734886444505,-0.3137963429486533,0.030578590406362335,0.5784329612928261
2024-04-01 00:00:00,0.1455973305434932,-0.06130548404891158,-0.15093210168331353,-0.34823880606267993,-0.16513331965850608,-0.14384603032149185,0.02690124018077203,-0.16039571021335475
2024-07-01 00:00:00,0.15641130689788146,0.2351974702287661,0.24762115387340516,-0.386028917116786,0.251605346038615,0.017071053695871485,0.12106876197623176,0.0710909005012647
2024-10-01 00:00:00,0.16343336074229897,0.24602561495040318,0.19615762422619293,-0.1542959855969214,-0.0036416868486221776,0.07828937280649623,0.15226047520081387,0.008816897881441797
2025-01-01 00:00:00,0.13417977997055539,0.20236220078624398,0.25067831553480235,-0.189455890815504,0.08294221404169443,-0.06977599522029979,0.1471562426505803,-0.04425911951860032
2025-04-01 00:00:00,0.1412225727427969,0.13862571320590844,0.13872347589463152,-0.11532414978789393,0.05958229356632419,-0.052526614838546086,0.1444476719582338,-0.10458115064524603
2025-07-01 00:00:00,0.08605493364294559,0.07178253275051195,0.06884909486729551,-0.1450190175325485,-0.015293091407131896,-0.09867067909601318,0.08639070484719835,-0.1775579731600908
2025-10-01 00:00:00,0.07336801526177267,0.06751465272335802,0.04993694467991805,-0.18017752068412002,-0.0278245174311608,-0.11831740022465002,0.03907773066304353,-0.23160296516597453
2026-01-01 00:00:00,0.06842655700832771,0.046385386870758896,0.02848815694832052,-0.19646424509711785,-0.06854115344152689,-0.15507817242972383,0.015112367123862934,-0.1864769864334736
2026-04-01 00:00:00,0.09548509838302477,0.031096215228511463,0.010954881903874496,-0.2269422973726413,-0.05816904048705424,-0.14784023345154887,-0.011368381020066336,-0.22664419362896934
2026-07-01 00:00:00,0.08442677126912314,0.018707904658004725,0.00942023965032814,-0.2418328252451366,-0.04421823100799459,-0.1435137050631022,-0.030502463481642608,-0.24266075465384185
2026-10-01 00:00:00,0.07987318402877114,0.01232521589870517,0.006053384066856377,-0.24975045063182777,-0.03621191043584072,-0.14180288328299567,-0.046230224127984124,-0.26089421004116586
2027-01-01 00:00:00,0.07505650806641945,-0.00047779531242277823,-0.004217851380285166,-0.25751286166133247,-0.0364820841333172,-0.14709816634032483,-0.05981703170329556,-0.2666532477322606
2027-04-01 00:00:00,0.0725136144192384,-0.015227566547715767,-0.02016008500735043,-0.28042435608250715,-0.03975483826763354,-0.1473998797631826,-0.08310753522006967,-0.2924671474651878
2027-07-01 00:00:00,0.07038458435128736,-0.023951173610571353,-0.03380885313658583,-0.28893399256534574,-0.044166293234008766,-0.15047293132969441,-0.09967047634436509,-0.3141172283108269
2027-10-01 00:00:00,0.06568555569126885,-0.04032814373701084,-0.04875491193833569,-0.29787720412135116,-0.05040648762171242,-0.15321689387286822,-0.11547689307724152,-0.3341985442970156
2028-01-01 00:00:00,0.06137277733562664,-0.05151956246169667,-0.05962028277731629,-0.3068351260248089,-0.052150493057496826,-0.15354804858817842,-0.1300445900643744,-0.35806723333970114
2028-04-01 00:00:00,0.050046546112746546,-0.06286953053678233,-0.07161734048648076,-0.32150327489636643,-0.05721330182817884,-0.16087502446960988,-0.14991440856244814,-0.3687004924119279
2028-07-01 00:00:00,0.0541234169207656,-0.06965220607414653,-0.07962444416919233,-0.3271118510206324,-0.05886616396077642,-0.16205818236037312,-0.15944517831151978,-0.38240470935745813
2028-10-01 00:00:00,0.05177882187089415,-0.08156584173124179,-0.08917914620656758,-0.3321072687588967,-0.06201749829674595,-0.1620305870656021,-0.1673990261511754,-0.3923823064320473
2029-01-01 00:00:00,0.04974296208064518,-0.08591446735407719,-0.09250394077369364,-0.33657297105803613,-0.057894919213508596,-0.1569581336712448,-0.1748798174659812,-0.4141878884808005
