date,US_Central_bank_Intervention_rate_policy_interest_rate,US_Effective_exchange_rate,US_Equity_prices,US_GDP_Growth_Rate,US_House_prices_residential,US_Inflation_rate,US_Long_term_interest_rate,US_Oil_price,US_Unemployment_rate
2022-01-01,1.895833333333333,110.2334349016165,157.7387740598674,0.32844027525,136.802636861952,8.007718333333333,2.951666666666668,98.9963275770123,3.6416665
2022-04-01,2.748228146649518,110.3494501829449,158.0785689945232,0.32844027525,138.7940150504325,7.244856582196019,3.2035691679709,95.14149521456363,3.631228905178246
2022-07-01,3.600622959965703,110.4654654642733,158.418363929179,0.32844027525,140.7853932389129,6.481994831058705,3.455471669275133,91.28666285211496,3.620791310356492
2022-10-01,4.453017773281888,110.5814807456017,158.7581588638348,0.32844027525,142.7767714273934,5.719133079921391,3.707374170579366,87.43183048966628,3.610353715534738
2023-01-01,5.305412586598073,110.6974960269301,159.0979537984906,1.237536480905077,144.7681496158739,4.956271328784077,3.959276671883599,83.57699812721762,3.599916120712984
2023-04-01,5.298978934013447,110.8043191438535,163.9423470095807,1.237536480905077,145.6981964546386,4.533814323891941,3.930216540488948,82.85076931021388,3.64453537662382
2023-07-01,5.29254528142882,110.911142260777,168.7867402206707,1.237536480905077,146.6282432934034,4.111357318999806,3.901156409094297,82.12454049321013,3.689154632534654
2023-10-01,5.286111628844194,111.0179653777004,173.6311334317608,1.237536480905077,147.5582901321682,3.688900314107671,3.872096277699645,81.39831167620639,3.733773888445489
2024-01-01,5.279677976259569,111.1247884946239,178.4755266428509,1.643108609302701,148.488336970933,3.266443309215536,3.843036146304994,80.67208285920265,3.778393144356325
2024-04-01,4.98607885092523,111.0324526938882,183.0532366582437,1.643108609302701,149.3020742075417,3.139212534927571,3.771822531588817,80.27197494010157,3.778806000836767
2024-07-01,4.692479725590891,110.9401168931524,187.6309466736365,1.643108609302701,150.1158114441505,3.011981760639607,3.70060891687264,79.8718670210005,3.779218857317209
2024-10-01,4.398880600256551,110.8477810924167,192.2086566890293,1.643108609302701,150.9295486807592,2.884750986351642,3.629395302156463,79.47175910189944,3.77963171379765
2025-01-01,4.105281474922212,110.7554452916809,196.7863667044222,1.537976529236751,151.743285917368,2.757520212063677,3.558181687440286,79.07165118279836,3.780044570278092
