date,US_Central_bank_Intervention_rate_policy_interest_rate,US_Effective_exchange_rate,US_Equity_prices,US_GDP_Growth_Rate,US_House_prices_residential,US_Inflation_rate,US_Long_term_interest_rate,US_Oil_price,US_Unemployment_rate
2022-01-01,1.895833333333333,110.2334349016165,157.7387740598674,0.32844027525,136.802636861952,8.007718333333333,2.951666666666668,98.9963275770123,3.6416665
2022-04-01,2.893448893778487,110.0844941637488,156.1334972533766,0.32844027525,138.7425544821488,7.424643817317101,3.277207348410915,95.3572186853393,3.635444592218343
2022-07-01,3.89106445422364,109.9355534258812,154.5282204468858,0.32844027525,140.6824721023455,6.841569301300868,3.602748030155163,91.71810979366631,3.629222684436686
2022-10-01,4.888680014668794,109.7866126880136,152.922943640395,0.32844027525,142.6223897225423,6.258494785284634,3.928288711899411,88.07900090199334,3.623000776655029
2023-01-01,5.886295575113947,109.6376719501459,151.3176668339042,1.547064177923696,144.562307342739,5.675420269268402,4.253829393643659,84.43989201032035,3.616778868873373
2023-04-01,5.813376382086301,109.6649298982531,155.8760825378484,1.547064177923696,145.4272635487194,5.170316344178161,4.221866256117336,83.79933270809033,3.712218957972061
2023-07-01,5.740457189058654,109.6921878463604,160.4344982417925,1.547064177923696,146.2922197546997,4.66521241908792,4.189903118591013,83.15877340586033,3.807659047070749
2023-10-01,5.667537996031008,109.7194457944676,164.9929139457367,1.547064177923696,147.15717596068,4.160108493997679,4.15793998106469,82.51821410363033,3.903099136169438
2024-01-01,5.594618803003362,109.7467037425748,169.5513296496808,1.474906725775127,148.0221321666603,3.655004568907438,4.125976843538367,81.87765480140031,3.998539225268126
2024-04-01,5.279932622208941,109.6097034014139,174.5764181967653,1.474906725775127,148.7134564719517,3.443938710037296,4.057611143711533,81.52995684495374,4.013553206273354
2024-07-01,4.96524644141452,109.4727030602529,179.6015067438497,1.474906725775127,149.4047807772431,3.232872851167154,3.989245443884698,81.18225888850719,4.028567187278583
2024-10-01,4.650560260620098,109.335702719092,184.6265952909342,1.474906725775127,150.0961050825345,3.021806992297011,3.920879744057864,80.83456093206064,4.043581168283811
2025-01-01,4.335874079825677,109.198702377931,189.6516838380186,1.539713392921782,150.7874293878259,2.810741133426869,3.85251404423103,80.48686297561407,4.058595149289038
2025-04-01,4.153930553339908,109.1135446524729,190.9375750264354,1.539713392921782,151.8565797568796,2.785334397059825,3.822909925913949,82.12545364338148,4.0799083891766
2025-07-01,3.971987026854139,109.0283869270147,192.2234662148522,1.539713392921782,152.9257301259333,2.759927660692781,3.793305807596868,83.76404431114888,4.101221629064161
2025-10-01,3.790043500368369,108.9432292015565,193.509357403269,1.539713392921782,153.994880494987,2.734520924325737,3.763701689279787,85.40263497891628,4.122534868951724
2026-01-01,3.6080999738826,108.8580714760983,194.7952485916858,1.523658764438318,155.0640308640407,2.709114187958692,3.734097570962706,87.04122564668369,4.143848108839285
2026-04-01,3.600187216981433,108.8323183293143,195.9547583253499,1.523658764438318,156.0662650924459,2.750923316526125,3.723263421671379,90.17205669568493,4.174672306809753
2026-07-01,3.592274460080266,108.8065651825304,197.114268059014,1.523658764438318,157.0684993208512,2.792732445093558,3.712429272380053,93.30288774468616,4.205496504780221
2026-10-01,3.584361703179099,108.7808120357464,198.2737777926781,1.523658764438318,158.0707335492564,2.83454157366099,3.701595123088727,96.4337187936874,4.236320702750689
2027-01-01,3.576448946277932,108.7550588889624,199.4332875263422,1.545950011835284,159.0729677776616,2.876350702228422,3.6907609737974,99.56454984268865,4.267144900721156
2027-04-01,3.579029918560773,108.7390028702458,200.2523808942871,1.545950011835284,160.0712198477738,2.852765342168096,3.685028922904536,102.6189099077381,4.291834372635051
2027-07-01,3.581610890843614,108.7229468515293,201.071474262232,1.545950011835284,161.0694719178861,2.82917998210777,3.679296872011672,105.6732699727876,4.316523844548946
2027-10-01,3.584191863126455,108.7068908328127,201.8905676301769,1.545950011835284,162.0677239879984,2.805594622047443,3.673564821118808,108.7276300378371,4.341213316462842
2028-01-01,3.586772835409296,108.6908348140962,202.7096609981218,1.568800959192496,163.0659760581106,2.782009261987117,3.667832770225944,111.7819901028865,4.365902788376737
2028-04-01,3.590065169840774,108.6841593001801,205.363900769025,1.568800959192496,163.7270160242417,2.720967912207842,3.666092503561325,114.7933101946197,4.390309893823138
2028-07-01,3.593357504272252,108.677483786264,208.0181405399282,1.568800959192496,164.3880559903727,2.659926562428567,3.664352236896707,117.8046302863528,4.414716999269539
2028-10-01,3.59664983870373,108.6708082723479,210.6723803108314,1.568800959192496,165.0490959565037,2.598885212649292,3.662611970232088,120.8159503780859,4.439124104715939
2029-01-01,3.599942173135207,108.6641327584318,213.3266200817346,1.564000994743298,165.7101359226348,2.537843862870016,3.660871703567469,123.8272704698191,4.463531210162339
2029-04-01,3.605472680202012,108.6688383855582,212.1449979993717,1.564000994743298,166.9693342471306,2.558086228883054,3.661176827731188,126.8129363846368,4.469630718490319
2029-07-01,3.611003187268817,108.6735440126846,210.9633759170088,1.564000994743298,168.2285325716265,2.578328594896091,3.661481951894907,129.7986022994546,4.4757302268183
2029-10-01,3.616533694335622,108.678249639811,209.7817538346459,1.564000994743298,169.4877308961223,2.598570960909129,3.661787076058626,132.7842682142723,4.481829735146281
2030-01-01,3.622064201402427,108.6829552669374,208.600131752283,1.610866684945411,170.7469292206182,2.618813326922167,3.662092200222345,135.7699341290901,4.487929243474261
2030-04-01,3.624365556180803,108.6986216324378,209.210312552058,1.610866684945411,171.6690877704268,2.596929866444684,3.66375577999679,138.053414762347,4.497040968150792
2030-07-01,3.62666691095918,108.7142879979382,209.8204933518329,1.610866684945411,172.5912463202354,2.575046405967202,3.665419359771235,140.3368953956039,4.506152692827323
2030-10-01,3.628968265737556,108.7299543634385,210.4306741516079,1.610866684945411,173.513404870044,2.55316294548972,3.66708293954568,142.6203760288608,4.515264417503854
