date,US_Central_bank_Intervention_rate_policy_interest_rate,US_Effective_exchange_rate,US_Equity_prices,US_GDP_Growth_Rate,US_House_prices_residential,US_Inflation_rate,US_Long_term_interest_rate,US_Oil_price,US_Unemployment_rate
2022-01-01,1.895833333333333,110.2334349016165,157.7387740598674,0.32844027525,136.802636861952,8.007718333333333,2.951666666666668,98.9963275770123,3.6416665
2022-04-01,2.748228146649518,110.3494501829449,158.0803647517572,0.32844027525,138.7939474703172,7.244192894144762,3.2035691679709,95.14149521456363,3.631316012541573
2022-07-01,3.600622959965703,110.4654654642733,158.4219554436471,0.32844027525,140.7852580786824,6.48066745495619,3.455471669275133,91.28666285211496,3.620965525083145
2022-10-01,4.453017773281888,110.5814807456017,158.7635461355368,0.32844027525,142.7765686870475,5.717142015767619,3.707374170579366,87.43183048966628,3.610615037624718
2023-01-01,5.305412586598073,110.6974960269301,159.1051368274267,1.554364964583566,144.7678792954127,4.953616576579048,3.959276671883599,83.57699812721762,3.600264550166291
2023-04-01,5.298978934013447,110.8043191438535,163.9549668404055,1.554364964583566,145.6973280501573,4.530385676657601,3.930216540488948,82.85076931021388,3.644935933669487
2023-07-01,5.29254528142882,110.911142260777,168.8047968533843,1.554364964583566,146.6267768049018,4.107154776736154,3.901156409094297,82.12454049321013,3.689607317172684
2023-10-01,5.286111628844194,111.0179653777004,173.6546268663632,1.554364964583566,147.5562255596464,3.683923876814707,3.872096277699645,81.39831167620639,3.73427870067588
2024-01-01,5.279677976259569,111.1247884946239,178.504456879342,1.758389094500212,148.4856743143909,3.26069297689326,3.843036146304994,80.67208285920265,3.778950084179077
2024-04-01,4.98607885092523,111.0324526938882,183.9894101726253,1.758389094500212,149.1940972335998,3.096123225034943,3.771822531588817,80.27197494010157,3.786499795511665
2024-07-01,4.692479725590891,110.9401168931524,189.4743634659086,1.758389094500212,149.9025201528088,2.931553473176626,3.70060891687264,79.8718670210005,3.794049506844252
2024-10-01,4.398880600256551,110.8477810924167,194.9593167591919,1.758389094500212,150.6109430720178,2.766983721318309,3.629395302156463,79.47175910189944,3.80159921817684
2025-01-01,4.105281474922212,110.7554452916809,200.4442700524752,1.634287620438868,151.3193659912267,2.602413969459992,3.558181687440286,79.07165118279836,3.809148929509428
2025-04-01,3.920186404271703,110.7123883710602,202.1205604761787,1.634287620438868,152.3875499646319,2.577296572391226,3.524448942955376,78.8428589787723,3.833695076570945
2025-07-01,3.735091333621194,110.6693314504394,203.7968508998822,1.634287620438868,153.4557339380371,2.552179175322459,3.490716198470466,78.61406677474625,3.858241223632463
2025-10-01,3.549996262970684,110.6262745298187,205.4731413235857,1.634287620438868,154.5239179114423,2.527061778253693,3.456983453985556,78.38527457072018,3.88278737069398
2026-01-01,3.364901192320175,110.583217609198,207.1494317472892,1.594731350577328,155.5921018848475,2.501944381184926,3.423250709500647,78.15648236669412,3.907333517755498
2026-04-01,3.353412526990486,110.6001600769699,208.6952723297419,1.594731350577328,156.5816209145626,2.545788908672585,3.408258340557169,78.40779052249877,3.943764845109494
2026-07-01,3.341923861660797,110.6171025447418,210.2411129121946,1.594731350577328,157.5711399442777,2.589633436160243,3.393265971613692,78.65909867830341,3.980196172463491
2026-10-01,3.330435196331107,110.6340450125137,211.7869534946472,1.594731350577328,158.5606589739927,2.633477963647901,3.378273602670214,78.91040683410804,4.016627499817487
2027-01-01,3.318946531001418,110.6509874802856,213.3327940770999,1.616804929717364,159.5501780037078,2.67732249113556,3.363281233726737,79.1617149899127,4.053058827171483
2027-04-01,3.318946531001418,110.6747592092353,214.4764299618595,1.616804929717364,160.5282101033279,2.657705244409931,3.353286335991302,79.41625511446216,4.082064582711705
2027-07-01,3.318946531001418,110.698530938185,215.6200658466191,1.616804929717364,161.506242202948,2.638087997684301,3.343291438255868,79.67079523901162,4.111070338251926
2027-10-01,3.318946531001418,110.7223026671346,216.7637017313787,1.616804929717364,162.4842743025682,2.618470750958672,3.333296540520433,79.92533536356108,4.140076093792147
2028-01-01,3.318946531001418,110.7460743960843,217.9073376161383,1.645005142790135,163.4623064021883,2.598853504233043,3.323301642784998,80.17987548811054,4.169081849332368
2028-04-01,3.318946531001418,110.7749197846679,220.8006135236426,1.645005142790135,164.1010212772362,2.54174437511195,3.317054841008821,80.43769032460433,4.199436913843936
2028-07-01,3.318946531001418,110.8037651732515,223.6938894311469,1.645005142790135,164.7397361522842,2.484635245990857,3.310808039232643,80.69550516109811,4.229791978355504
2028-10-01,3.318946531001418,110.8326105618351,226.5871653386511,1.645005142790135,165.3784510273321,2.427526116869764,3.304561237456466,80.9533199975919,4.260147042867072
2029-01-01,3.318946531001418,110.8614559504187,229.4804412461554,1.6354938599902,166.01716590238,2.370416987748671,3.298314435680288,81.2111348340857,4.290502107378639
2029-04-01,3.318946531001418,110.8967827470006,228.6434916699733,1.6354938599902,167.2479206011055,2.39426608495216,3.293941674436963,81.47226421141427,4.298251584137931
2029-07-01,3.318946531001418,110.9321095435824,227.8065420937912,1.6354938599902,168.478675299831,2.418115182155648,3.289568913193639,81.73339358874284,4.306001060897222
2029-10-01,3.318946531001418,110.9674363401643,226.9695925176091,1.6354938599902,169.7094299985564,2.441964279359137,3.285196151950315,81.9945229660714,4.313750537656514
2030-01-01,3.318946531001418,111.0027631367462,226.132642941427,1.601692068196114,170.9401846972819,2.465813376562625,3.280823390706991,82.25565234339997,4.321500014415805
2030-04-01,3.378856791642721,110.7840581375313,224.3661995148787,1.601692068196114,171.7763289658635,2.550984849500195,3.313837342670331,84.5372629616783,4.360420036469646
2030-07-01,3.438767052284025,110.5653531383165,222.5997560883304,1.601692068196114,172.6124732344452,2.636156322437764,3.346851294633671,86.81887357995663,4.399340058523489
