date,US_Central_bank_Intervention_rate_policy_interest_rate,US_Effective_exchange_rate,US_Equity_prices,US_GDP_Growth_Rate,US_House_prices_residential,US_Inflation_rate,US_Long_term_interest_rate,US_Oil_price,US_Unemployment_rate
2022-01-01,1.895833333333333,110.2334349016165,157.7387740598674,0.32844027525,136.802636861952,8.007718333333333,2.951666666666668,98.9963275770123,3.6416665
2022-04-01,2.748228146649518,110.3494501829449,158.2505481695234,0.32844027525,138.785643563652,7.177068696696705,3.2035691679709,95.14149521456363,3.638935475203169
2022-07-01,3.600622959965703,110.4654654642733,158.7623222791795,0.32844027525,140.768650265352,6.346419060060077,3.455471669275133,91.28666285211496,3.636204450406338
2022-10-01,4.453017773281888,110.5814807456017,159.2740963888355,0.32844027525,142.751656967052,5.515769423423449,3.707374170579366,87.43183048966628,3.633473425609507
2023-01-01,5.305412586598073,110.6974960269301,159.7858704984915,2.463063975141067,144.734663668752,4.685119786786821,3.959276671883599,83.57699812721762,3.630742400812676
2023-04-01,5.298978934013447,110.8043191438535,164.9495203187973,2.463063975141067,145.6189089291365,4.265771236658904,3.930216540488948,82.85076931021388,3.675214465059716
2023-07-01,5.29254528142882,110.911142260777,170.113170139103,2.463063975141067,146.5031541895209,3.846422686530987,3.901156409094297,82.12454049321013,3.719686529306757
2023-10-01,5.286111628844194,111.0179653777004,175.2768199594087,2.463063975141067,147.3873994499054,3.427074136403069,3.872096277699645,81.39831167620639,3.764158593553798
2024-01-01,5.279677976259569,111.1247884946239,180.4404697797144,2.055541550293416,148.2716447102898,3.007725586275153,3.843036146304994,80.67208285920265,3.808630657800839
2024-04-01,4.98607885092523,111.0324526938882,185.4414198479046,2.055541550293416,149.033575030524,2.906397682071363,3.771822531588817,80.27197494010157,3.808760225727986
2024-07-01,4.692479725590891,110.9401168931524,190.4423699160948,2.055541550293416,149.7955053507583,2.805069777867573,3.70060891687264,79.8718670210005,3.808889793655133
2024-10-01,4.398880600256551,110.8477810924167,195.443319984285,2.055541550293416,150.5574356709925,2.703741873663782,3.629395302156463,79.47175910189944,3.80901936158228
2025-01-01,4.105281474922212,110.7554452916809,200.4442700524752,1.902740538326264,151.3193659912267,2.602413969459992,3.558181687440286,79.07165118279836,3.809148929509428
2025-04-01,3.920186404271703,110.7123883710602,203.5078100082822,1.902740538326264,152.2317896254291,2.540668073017686,3.524448942955376,78.8428589787723,3.840572349398248
2025-07-01,3.735091333621194,110.6693314504394,206.5713499640892,1.902740538326264,153.1442132596314,2.47892217657538,3.490716198470466,78.61406677474625,3.871995769287069
