sector,rating,next_rating,barrier
info-com,C,A,inf
info-com,AAA,BBB,-inf
info-com,A,BBB,-1.0868023182719326
info-com,BBB,BBB,1.4898904562927535
info-com,BB,BBB,2.6498105706663013
info-com,B,BBB,inf
info-com,C,BBB,inf
info-com,AAA,BB,-inf
info-com,A,BB,-1.9627674413602199
info-com,BBB,BB,-1.1028944776204754
info-com,BB,BB,1.674870047519609
info-com,B,BB,2.6577195536298683
info-com,C,BB,inf
info-com,AAA,B,-inf
info-com,A,B,-inf
info-com,BBB,B,-2.214942808981266
info-com,BB,B,-1.1349987576168017
info-com,B,B,1.6465510948224766
info-com,C,B,2.4309271823498153
info-com,AAA,C,-inf
info-com,A,C,-inf
info-com,BBB,C,-2.682873012587406
info-com,BB,C,-2.472349579651006
info-com,B,C,-1.4382975373141356
info-com,C,C,1.210978579201194
info-com,AAA,D,-inf
info-com,A,D,-inf
info-com,BBB,D,-3.03154084153287
info-com,BB,D,-3.206783038866467
info-com,B,D,-2.589362386704396
info-com,C,D,-2.306470845732897
public,AAA,AAA,inf
public,A,AAA,inf
public,BBB,AAA,inf
public,BB,AAA,inf
public,B,AAA,inf
public,C,AAA,inf
public,AAA,A,-1.030471243436395
public,A,A,2.1772770588254096
public,BBB,A,inf
public,BB,A,2.7290053414092807
public,B,A,3.0037587719098835
public,C,A,inf
public,AAA,BBB,-1.524074748312305
public,A,BBB,-1.287167229944023
public,BBB,BBB,1.5196335368371248
public,BB,BBB,2.6327330151811075
public,B,BBB,3.0037587719098835
public,C,BBB,inf
public,AAA,BB,-1.6664816007483279
public,A,BB,-2.3655507978154016
public,BBB,BB,-1.4137751301384085
public,BB,BB,1.621934545992089
public,B,BB,2.7130518884727213
public,C,BB,2.983140805773535
public,AAA,B,-2.146005875194095
public,A,B,-2.8128808801879757
public,BBB,B,-2.287392065571758
public,BB,B,-1.3026492153174734
public,B,B,1.8906830482439119
public,C,B,2.5298150009812828
public,AAA,C,-2.146005875194095
public,A,C,-3.149292803336551
public,BBB,C,-2.9358881378029187
public,BB,C,-2.5226817846192833
public,B,C,-1.2853595579536907
public,C,C,1.1616841997628904
public,AAA,D,-inf
public,A,D,-inf
public,BBB,D,-inf
public,BB,D,-3.0732341741633817
public,B,D,-2.7477813854449926
public,C,D,-2.189911297669604
services,AAA,AAA,inf
services,A,AAA,inf
services,BBB,AAA,inf
services,BB,AAA,inf
services,B,AAA,inf
services,C,AAA,inf
services,AAA,A,-0.8512169848930047
services,A,A,1.5996198249120286
services,BBB,A,3.087696190809508
services,BB,A,inf
services,B,A,inf
services,C,A,inf
services,AAA,BBB,-1.6764734883274863
services,A,BBB,-1.0627006240353827
services,BBB,BBB,1.442119075306334
services,BB,BBB,2.8496767925826383
services,B,BBB,inf
services,C,BBB,inf
services,AAA,BB,-1.9307683527523105
services,A,BB,-2.1590236904759323
services,BBB,BB,-1.326818180014338
services,BB,BB,1.1659917100198296
services,B,BB,2.3810958533583046
services,C,BB,2.663338942688997
services,AAA,B,-2.2150613646042463
services,A,B,-2.6287878391783503
services,BBB,B,-2.1801193847314537
services,BB,B,-1.1696073751133298
services,B,B,1.41693570542226
services,C,B,1.957487879725366
services,AAA,C,-inf
services,A,C,-inf
services,BBB,C,-2.509130553099251
services,BB,C,-2.0305084123945703
services,B,C,-1.2029417845425212
services,C,C,0.8653491251437435
services,AAA,D,-inf
services,A,D,-inf
services,BBB,D,-inf
services,BB,D,-2.8496767925826334
services,B,D,-2.5636855765080964
services,C,D,-1.925565841294242
services_pro,AAA,AAA,inf
services_pro,A,AAA,inf
services_pro,BBB,AAA,8.209536151601387
services_pro,BB,AAA,inf
services_pro,B,AAA,inf
services_pro,C,AAA,inf
services_pro,AAA,A,-1.1652879896966826
services_pro,A,A,1.7833204060483208
services_pro,BBB,A,2.479466885301661
services_pro,BB,A,inf
services_pro,B,A,inf
services_pro,C,A,inf
services_pro,AAA,BBB,-inf
services_pro,A,BBB,-1.1541291966340235
services_pro,BBB,BBB,1.216789777201825
services_pro,BB,BBB,inf
services_pro,B,BBB,inf
services_pro,C,BBB,inf
services_pro,AAA,BB,-inf
services_pro,A,BB,-inf
services_pro,BBB,BB,-1.6843954831101975
services_pro,BB,BB,1.6784245479853224
services_pro,B,BB,inf
services_pro,C,BB,inf
services_pro,AAA,B,-inf
services_pro,A,B,-inf
services_pro,BBB,B,-inf
services_pro,BB,B,-1.2055805184029902
services_pro,B,B,2.2357221244717853
services_pro,C,B,inf
services_pro,AAA,C,-inf
services_pro,A,C,-inf
