sector,mse_global,n_zt
construction_immo,0.03525061392568378,52
extraction_primaire,0.07362784219554644,52
finance,0.041428500319915885,52
industrie,0.02615960134788936,52
info-com,0.051867647484342146,52
public,0.014759170818034583,52
services,0.0470257225580339,52
services_pro,0.05631985855067391,52
